objid,ra,dec,u,g,u-g,r,i,z,r-i,i-z
1.24E+18,229.6681723,1.933011539,25.13459,23.75766,1.376926,22.65841,22.30738,21.50702,0.35103,0.80036
1.24E+18,229.7234466,1.959638111,16.38426,15.09422,1.29004,14.64289,16.73044,14.44722,-2.08755,2.28322
1.24E+18,229.7204288,1.970387369,15.6944,15.40462,0.2897816,14.99222,12.58161,13.0309,2.41061,-0.44929
1.24E+18,229.7175437,1.965345578,18.83855,17.49375,1.344803,16.951,16.75628,16.65308,0.19472,0.1032
1.24E+18,229.7247146,1.972018438,18.66562,17.56202,1.103607,17.15731,17.04379,17.02211,0.11352,0.02168
1.24E+18,229.7245765,1.957424093,18.96045,17.77266,1.187794,17.27957,17.09105,16.9799,0.18852,0.11115
1.24E+18,229.7317845,1.977108106,22.2272,19.72892,2.498285,18.30568,17.21041,16.59455,1.09527,0.61586
1.24E+18,229.7256837,1.977047046,19.26515,18.21885,1.046305,17.85027,17.67023,17.707,0.18004,-0.03677
1.24E+18,229.7351935,1.978418387,19.70162,18.64058,1.061037,18.31886,18.25113,18.25249,0.06773,-0.00136
1.24E+18,229.71855,1.958327592,19.67322,18.74605,0.9271736,18.40653,18.3426,18.33725,0.06393,0.00535
1.24E+18,229.7346088,1.976774627,20.08608,19.05399,1.032089,18.72685,18.56061,18.66985,0.16624,-0.10924
1.24E+18,229.7304515,1.974070072,19.98915,19.10465,0.8844929,18.76903,18.70408,18.72674,0.06495,-0.02266
1.24E+18,229.7226813,1.955555627,20.12751,19.20231,0.9252033,18.86719,18.76326,18.72938,0.10393,0.03388
1.24E+18,229.7258566,1.969062854,20.12501,19.15192,0.9730892,18.81038,18.72629,18.61634,0.08409,0.10995
1.24E+18,229.7239703,1.960930736,20.5139,19.53716,0.9767361,19.17225,19.09111,19.10643,0.08114,-0.01532
1.24E+18,229.7279565,1.979592645,20.61675,19.67709,0.9396629,19.29092,19.21204,19.31668,0.07888,-0.10464
1.24E+18,229.726044,1.975590613,20.68326,19.80425,0.8790169,19.36264,19.25436,19.34119,0.10828,-0.08683
1.24E+18,229.7279299,1.977270686,20.86123,19.82677,1.034464,19.44165,19.34245,19.26983,0.0992,0.07262
1.24E+18,229.7187728,1.973812689,21.19411,21.56491,-0.3708057,22.10038,24.36214,19.8153,-2.26176,4.54684
1.24E+18,229.7213905,1.971115271,19.39869,18.24486,1.153835,17.68658,17.5061,18.10216,0.18048,-0.59606
1.24E+18,229.7215065,1.956872491,21.12134,20.16945,0.9518948,19.75486,19.51016,19.42662,0.2447,0.08354
1.24E+18,229.7213746,1.97742596,21.11278,20.0783,1.034481,19.67866,19.62011,19.68251,0.05855,-0.0624
1.24E+18,229.7338915,1.976956943,21.84272,20.74881,1.093904,20.20192,20.11348,20.12474,0.08844,-0.01126
1.24E+18,229.7250949,1.955666353,24.5691,25.11433,-0.5452309,21.5502,22.46967,21.26789,-0.91947,1.20178
1.24E+18,229.7292291,1.975748351,21.30733,20.20544,1.101892,19.7342,19.67507,19.38391,0.05913,0.29116
1.24E+18,229.7181554,1.972550181,21.09137,20.34377,0.7476044,24.78486,24.37077,19.2775,0.41409,5.09327
1.24E+18,229.7176344,1.963234298,21.6885,20.37535,1.313152,19.93811,19.8134,20.31661,0.12471,-0.50321
1.24E+18,229.7238262,1.975632715,21.54245,20.4359,1.10655,19.94886,19.82601,19.99307,0.12285,-0.16706
1.24E+18,229.7157633,1.973758849,21.90252,20.51743,1.385082,19.93896,19.81296,20.28554,0.126,-0.47258
1.24E+18,229.7228721,1.957192252,21.96066,20.65087,1.30979,20.0967,21.83125,19.89722,-1.73455,1.93403
1.24E+18,229.718483,1.976497387,23.24489,21.883,1.361893,22.52846,20.18327,20.24231,2.34519,-0.05904
1.24E+18,229.7197305,1.977145513,23.06623,20.9334,2.132826,20.48117,20.37306,20.78518,0.10811,-0.41212
1.24E+18,229.7203856,1.964912735,22.78395,21.39774,1.386206,20.74131,20.62022,20.90749,0.12109,-0.28727
1.24E+18,229.7217543,1.97686328,23.43766,22.77174,0.6659241,20.81754,21.01159,20.26472,-0.19405,0.74687
1.24E+18,229.7145932,1.973189663,23.2116,21.6895,1.522106,20.89876,20.80462,21.99029,0.09414,-1.18567
1.24E+18,229.7305097,1.975150909,24.5825,21.82743,2.755068,21.21289,20.8662,22.10935,0.34669,-1.24315
1.24E+18,229.7240673,1.955050133,24.62913,23.1775,1.45163,22.37323,20.74742,21.66338,1.62581,-0.91596
1.24E+18,229.7304889,1.976284212,23.83738,23.4969,0.3404732,21.94889,21.2258,20.73049,0.72309,0.49531
1.24E+18,229.7254212,1.975205064,23.45954,22.26847,1.191074,21.33411,21.10873,21.64954,0.22538,-0.54081
1.24E+18,229.7202133,1.963048305,25.80029,22.43972,3.360565,21.62321,21.30868,22.31598,0.31453,-1.0073
1.24E+18,229.7238324,1.977979474,22.97542,24.14401,-1.168585,23.01671,21.29115,20.53469,1.72556,0.75646
1.24E+18,229.7304245,1.973262553,24.49698,23.14198,1.354992,22.02921,21.60901,21.20109,0.4202,0.40792
1.24E+18,229.7366795,1.979276726,23.11054,22.75556,0.3549843,21.72537,21.51728,21.2161,0.20809,0.30118
1.24E+18,229.7161261,1.966561932,21.92852,22.49776,-0.5692348,21.65021,21.48302,23.04993,0.16719,-1.56691
1.24E+18,229.7192363,1.972901526,24.80755,23.16796,1.639595,22.45189,22.50178,21.60888,-0.04989,0.8929
1.24E+18,229.7192821,1.962138372,25.51331,22.7713,2.742004,21.89998,21.5682,21.36792,0.33178,0.20028
1.24E+18,229.7335334,1.977639372,23.57163,23.66293,-0.09129333,22.30527,21.67947,21.2138,0.6258,0.46567
1.24E+18,229.7181449,1.967194145,25.45495,23.77608,1.678877,22.71207,21.81611,21.53764,0.89596,0.27847
1.24E+18,229.7246795,1.974312454,24.94568,24.19512,0.7505627,22.21809,21.66043,21.11729,0.55766,0.54314
1.24E+18,229.7180821,1.967703499,25.19698,24.75508,0.4419022,22.94338,22.03996,22.45282,0.90342,-0.41286
1.24E+18,229.71603,1.965673758,25.11513,23.91366,1.201471,22.63746,22.07799,21.83432,0.55947,0.24367
1.24E+18,229.7373464,1.976640762,24.06536,25.07572,-1.010359,24.62268,22.04885,23.04459,2.57383,-0.99574
1.24E+18,229.7210217,1.975574615,26.05093,24.62059,1.430338,23.38286,22.12168,22.33204,1.26118,-0.21036
1.24E+18,229.7218505,1.965460698,24.79816,23.58045,1.217707,22.40424,22.07194,22.25291,0.3323,-0.18097
1.24E+18,229.7369921,1.980787318,23.7638,23.99936,-0.2355576,22.58348,22.12541,21.92388,0.45807,0.20153
1.24E+18,229.7288964,1.974976523,24.8347,24.43608,0.3986206,22.5863,22.37636,22.04739,0.20994,0.32897
1.24E+18,229.7161353,1.969890223,25.3525,24.67604,0.6764526,22.97039,22.69348,22.47183,0.27691,0.22165
1.24E+18,229.7224023,1.966343309,23.8545,24.68244,-0.8279343,23.76021,22.28015,22.43647,1.48006,-0.15632
1.24E+18,229.7215459,1.960706163,26.09641,24.07195,2.024464,22.7054,22.25258,22.87314,0.45282,-0.62056
1.24E+18,229.7325751,1.975293603,24.53242,24.76832,-0.2359047,24.09581,22.60397,22.87171,1.49184,-0.26774
1.24E+18,229.735719,1.975842572,25.5959,24.6516,0.944294,22.64124,22.5331,21.93324,0.10814,0.59986
1.24E+18,229.7230944,1.973661796,24.14325,24.8618,-0.7185478,25.16118,22.68975,22.80846,2.47143,-0.11871
1.24E+18,229.7197517,1.960451376,24.97508,25.08689,-0.1118183,22.92644,22.22387,22.4137,0.70257,-0.18983
1.24E+18,229.7242245,1.970052091,23.48621,24.91333,-1.427124,23.80725,23.10974,23.54683,0.69751,-0.43709
1.24E+18,229.7204254,1.94747874,18.84105,17.63966,1.201389,17.08935,16.88546,16.76146,0.20389,0.124
1.24E+18,229.7206702,1.948046307,21.79369,20.58887,1.204821,20.18291,19.93915,20.04236,0.24376,-0.10321
1.24E+18,229.7217203,1.929829289,16.99274,15.30018,1.692558,14.61926,14.89604,14.17641,-0.27678,0.71963
1.24E+18,229.7211799,1.927412135,21.96671,20.77822,1.18849,20.27658,20.06238,20.04714,0.2142,0.01524
1.24E+18,229.7204705,1.931070253,23.98839,22.14361,1.844786,21.28014,20.96431,21.03563,0.31583,-0.07132
1.24E+18,229.7215837,1.931611352,23.98898,23.5891,0.3998814,22.67076,21.61426,22.17648,1.0565,-0.56222
1.24E+18,229.7251119,1.936357018,17.23935,15.67585,1.563501,15.14935,15.00716,14.95345,0.14219,0.05371
1.24E+18,229.7229117,1.940025023,20.42609,19.52053,0.9055634,19.20254,19.10719,19.19486,0.09535,-0.08767
1.24E+18,229.7255065,1.937432494,22.26857,21.0851,1.183472,20.44875,20.09729,22.82525,0.35146,-2.72796
1.24E+18,229.7225051,1.938461479,25.15669,22.71335,2.44334,21.91886,21.48744,21.72482,0.43142,-0.23738
1.24E+18,229.7243418,1.938928404,23.95428,24.3387,-0.3844185,22.53379,22.40561,21.3323,0.12818,1.07331
1.24E+18,229.7387112,1.951481803,18.10721,16.78742,1.319788,16.22031,15.99491,15.86073,0.2254,0.13418
1.24E+18,229.7434724,1.957600481,20.41904,19.4945,0.9245434,19.06495,18.95282,19.0124,0.11213,-0.05958
1.24E+18,229.7421291,1.951512239,20.74416,19.74342,1.000742,19.33278,19.21802,19.13759,0.11476,0.08043
1.24E+18,229.7410863,1.953596323,21.24954,20.11796,1.131584,19.65139,19.56057,19.63598,0.09082,-0.07541
1.24E+18,229.7402261,1.95202583,24.6963,22.83503,1.861275,21.24831,20.3025,19.43921,0.94581,0.86329
1.24E+18,229.7410356,1.955658272,26.30169,22.07097,4.230721,21.36659,20.94588,20.78545,0.42071,0.16043
1.24E+18,229.7455515,1.958488344,24.6354,22.1988,2.436594,21.4133,21.23579,21.65189,0.17751,-0.4161
1.24E+18,229.7423748,1.955518953,25.68441,23.94901,1.735399,22.17287,22.04906,21.68913,0.12381,0.35993
1.24E+18,229.7485781,1.937715399,17.91887,16.47193,1.446936,15.88775,15.65268,15.51631,0.23507,0.13637
1.24E+18,229.7482722,1.940000991,22.44539,19.88998,2.555408,18.69448,18.2247,17.97196,0.46978,0.25274
1.24E+18,229.7506635,1.941019516,21.47474,20.35911,1.115622,19.93695,19.75949,19.56413,0.17746,0.19536
1.24E+18,229.7501899,1.942110065,24.33295,21.74017,2.592783,21.05522,20.76011,20.6862,0.29511,0.07391
1.24E+18,229.7493534,1.94184608,23.94639,24.87849,-0.9321003,23.05436,21.75967,21.81143,1.29469,-0.05176
1.24E+18,229.7502508,1.939982923,23.57607,24.36119,-0.7851295,24.28312,22.1427,21.43167,2.14042,0.71103
1.24E+18,229.7466894,1.936794796,23.53039,23.79069,-0.2603016,23.14957,22.23144,22.45588,0.91813,-0.22444
1.24E+18,229.7602016,1.941976878,18.08738,17.09624,0.9911366,16.73853,16.61115,16.54284,0.12738,0.06831
1.24E+18,229.7597791,1.945015794,19.21607,18.21087,1.005194,17.89278,17.78472,17.70575,0.10806,0.07897
1.24E+18,229.7595175,1.940920576,20.22453,19.20217,1.02236,18.87455,18.78742,18.7209,0.08713,0.06652
1.24E+18,229.7575368,1.944123309,19.99696,19.11022,0.8867397,18.81841,18.75871,18.73459,0.0597,0.02412
1.24E+18,229.7568296,1.943449371,22.1137,20.80194,1.311758,20.20592,20.00529,20.09182,0.20063,-0.08653
1.24E+18,229.7613761,1.949146314,22.2199,20.86318,1.356722,20.27332,20.15069,19.82993,0.12263,0.32076
1.24E+18,229.7586128,1.942829342,25.14826,22.68812,2.46014,21.7521,21.33189,20.9728,0.42021,0.35909
1.24E+18,229.760782,1.947293957,25.76043,22.86856,2.891865,22.09458,21.89308,21.7536,0.2015,0.13948
1.24E+18,229.7616127,1.942176859,24.66042,23.73373,0.9266853,22.20632,22.02188,22.56438,0.18444,-0.5425
1.24E+18,229.75819,1.941308889,24.03216,24.33918,-0.3070145,22.80589,22.50161,22.78486,0.30428,-0.28325
1.24E+18,229.764642,1.953154461,18.11641,16.83165,1.284754,16.37492,16.24192,16.17237,0.133,0.06955
1.24E+18,229.7632253,1.956793606,18.85884,17.68017,1.178669,17.22102,17.08645,16.99141,0.13457,0.09504
1.24E+18,229.7655048,1.953212714,19.37417,18.35949,1.014681,18.04913,17.98168,17.91114,0.06745,0.07054
1.24E+18,229.7628124,1.955134486,24.71058,23.95967,0.7509079,22.64799,21.3396,20.75678,1.30839,0.58282
1.24E+18,229.7667993,1.953379856,25.842,23.17668,2.665323,21.87317,21.57445,21.04419,0.29872,0.53026
1.24E+18,229.7672808,1.954082298,23.51056,22.52193,0.9886322,21.63717,21.48973,22.14239,0.14744,-0.65266
1.24E+18,229.795996,1.985777156,20.49744,18.9385,1.558939,18.50624,18.44809,18.99688,0.05815,-0.54879
1.24E+18,229.7960671,1.981808606,24.63466,23.52534,1.109324,23.6725,20.64325,22.61618,3.02925,-1.97293
1.24E+18,229.7859824,1.979327987,22.74757,21.48691,1.260662,20.79356,20.57509,21.11539,0.21847,-0.5403
1.24E+18,229.7874058,1.974387607,23.94826,21.67604,2.272211,20.97683,20.68994,20.26332,0.28689,0.42662
1.24E+18,229.7862224,1.980698824,23.48365,23.07098,0.4126644,22.19036,21.72408,21.03869,0.46628,0.68539
1.24E+18,229.7842658,1.982309451,25.3379,23.5723,1.765602,22.16139,21.6337,20.8626,0.52769,0.7711
1.24E+18,229.788062,1.979119006,25.6539,23.40262,2.251284,22.3867,21.73116,21.45963,0.65554,0.27153
1.24E+18,229.7856152,1.981138405,24.83064,22.99397,1.83667,21.99194,21.68738,20.8865,0.30456,0.80088
1.24E+18,229.7852669,1.97885402,23.66598,24.11795,-0.4519749,22.10893,21.86015,23.52348,0.24878,-1.66333
1.24E+18,229.7924777,1.98593461,24.43924,22.66029,1.778952,22.37129,22.09195,22.95799,0.27934,-0.86604
1.24E+18,229.7891902,1.981157263,24.23112,24.09967,0.1314583,22.68344,22.15676,22.72858,0.52668,-0.57182
1.24E+18,229.7937679,1.973412854,25.01402,25.02635,-0.01232529,23.79272,23.24417,21.57792,0.54855,1.66625
1.24E+18,229.7852524,1.981979248,25.0863,23.71189,1.374411,22.94197,22.04403,22.72941,0.89794,-0.68538
1.24E+18,229.7883845,1.97532135,23.09359,24.34209,-1.248503,22.75287,22.18406,21.98945,0.56881,0.19461
1.24E+18,229.7925576,1.974709532,24.61482,24.82935,-0.2145348,24.41746,23.13321,23.59391,1.28425,-0.4607
1.24E+18,229.7978333,1.975724899,24.53858,25.11438,-0.575798,24.80203,24.3618,20.67629,0.44023,3.68551
1.24E+18,229.7891751,1.976625667,22.81628,23.52679,-0.7105122,22.67654,22.59333,21.33749,0.08321,1.25584
1.24E+18,229.6607424,1.935763016,20.86861,19.69808,1.17053,19.36351,19.23371,19.25574,0.1298,-0.02203
1.24E+18,229.6586178,1.93503903,23.46596,21.69041,1.775547,20.92153,20.75023,20.78113,0.1713,-0.0309
1.24E+18,229.657469,1.936302053,24.36605,22.21997,2.146074,21.4859,21.21078,22.02167,0.27512,-0.81089
1.24E+18,229.6583549,1.936260153,24.46421,22.53295,1.931267,21.87038,21.43921,21.93095,0.43117,-0.49174
1.24E+18,229.6587134,1.935636088,22.96349,22.89867,0.06481743,22.11583,21.71247,21.74147,0.40336,-0.029
1.24E+18,229.6592835,1.940543851,21.03631,20.21525,0.8210545,19.78967,19.73499,20.04213,0.05468,-0.30714
1.24E+18,229.6584436,1.942562516,21.73573,20.53247,1.203255,20.07546,19.96003,19.78107,0.11543,0.17896
1.24E+18,229.6603522,1.93929075,22.19683,21.15691,1.039921,20.61343,20.556,20.29585,0.05743,0.26015
1.24E+18,229.6753016,1.93150601,20.94375,19.97983,0.9639168,19.58513,19.47435,19.52107,0.11078,-0.04672
1.24E+18,229.6793107,1.953450616,20.50091,19.41006,1.090843,19.06828,19.00554,18.91801,0.06274,0.08753
1.24E+18,229.6796454,1.951564473,22.82156,20.96683,1.854725,20.43362,20.20062,20.22233,0.233,-0.02171
1.24E+18,229.6779192,1.950327377,22.85205,21.71475,1.137299,20.9281,20.62892,20.55675,0.29918,0.07217
1.24E+18,229.6803405,1.951438939,24.48661,22.71282,1.77379,21.56667,21.37816,22.00054,0.18851,-0.62238
1.24E+18,229.6855843,1.93647777,19.68782,18.65208,1.035746,18.35833,18.28537,18.27946,0.07296,0.00591
1.24E+18,229.6852168,1.935690999,21.95051,20.46832,1.482195,20.00966,19.8706,19.99857,0.13906,-0.12797
1.24E+18,229.6842129,1.936903266,25.49057,24.54167,0.9489002,22.70454,22.1353,22.69096,0.56924,-0.55566
1.24E+18,229.6859829,1.935010851,24.86859,24.47082,0.3977661,22.62143,22.22566,21.60667,0.39577,0.61899
1.24E+18,229.6892887,1.927414516,20.59341,19.64488,0.9485226,19.32429,19.21597,19.10054,0.10832,0.11543
1.24E+18,229.6950166,1.927976617,21.45773,20.19589,1.261839,19.79572,19.66736,19.51464,0.12836,0.15272
1.24E+18,229.6922011,1.929502599,21.04528,19.97197,1.073318,19.60191,19.51804,19.47341,0.08387,0.04463
1.24E+18,229.6955901,1.928762118,21.19825,20.19216,1.006088,19.76652,19.70578,19.76868,0.06074,-0.0629
1.24E+18,229.6939058,1.927245727,21.80997,20.72871,1.081253,20.2779,20.07228,19.84171,0.20562,0.23057
1.24E+18,229.6913168,1.930037221,24.05666,22.53153,1.525131,21.59976,21.24936,22.21087,0.3504,-0.96151
1.24E+18,229.6966686,1.929680195,25.37731,23.51616,1.861149,22.47819,21.72695,22.7267,0.75124,-0.99975
1.24E+18,229.6933184,1.928996099,24.81826,24.00802,0.8102379,23.68967,22.37901,21.58494,1.31066,0.79407
1.24E+18,229.6903032,1.934194451,20.47925,19.4087,1.070551,19.08523,19.0305,19.00149,0.05473,0.02901
1.24E+18,229.6902497,1.93615421,20.85266,19.86819,0.9844704,19.48881,19.42239,19.33574,0.06642,0.08665
1.24E+18,229.6912463,1.937545032,21.03098,19.98071,1.05027,19.62656,19.47131,19.31268,0.15525,0.15863
1.24E+18,229.6902743,1.934650378,23.07675,21.74599,1.330759,21.19051,20.64574,20.58304,0.54477,0.0627
1.24E+18,229.68877,1.937648199,22.94814,21.37859,1.569555,20.76928,20.65114,20.85733,0.11814,-0.20619
1.24E+18,229.6899024,1.932723103,24.42622,22.71516,1.711058,21.63507,21.31436,21.34204,0.32071,-0.02768
1.24E+18,229.6883123,1.938415315,23.48545,23.07801,0.407444,22.10756,21.81215,20.93504,0.29541,0.87711
1.24E+18,229.6902406,1.937458688,23.53468,24.46383,-0.9291515,22.76315,22.41487,23.18711,0.34828,-0.77224
1.24E+18,229.6925518,1.942569667,19.93421,18.99253,0.9416752,18.68199,18.61036,18.61256,0.07163,-0.0022
1.24E+18,229.6914504,1.942894544,24.33077,23.26291,1.067858,22.19001,21.82246,22.29973,0.36755,-0.47727
1.24E+18,229.6915238,1.943639556,24.18563,25.08282,-0.8971996,23.84651,22.402,21.68979,1.44451,0.71221
1.24E+18,229.6944923,1.942999775,24.22701,23.71607,0.5109367,22.94983,22.31909,22.07176,0.63074,0.24733
1.24E+18,229.695229,1.980455076,20.10379,19.15163,0.9521618,18.82591,18.76924,18.72581,0.05667,0.04343
1.24E+18,229.6962093,1.981473271,22.30924,21.29845,1.010788,20.65565,20.50602,20.75191,0.14963,-0.24589
1.24E+18,229.6966116,1.980297555,23.86715,24.90975,-1.042603,23.22928,22.34172,23.99911,0.88756,-1.65739
1.24E+18,229.6942419,1.978353988,24.20157,24.50449,-0.3029213,22.71466,23.25111,23.01195,-0.53645,0.23916
1.24E+18,229.6968287,1.977139631,25.33083,24.23875,1.092083,22.77937,22.45881,22.38749,0.32056,0.07132
1.24E+18,229.695408,1.979211644,22.23332,19.92365,2.309673,18.77184,18.43909,18.20647,0.33275,0.23262
1.24E+18,229.6973218,1.951272595,20.65769,19.75098,0.9067078,19.38989,19.26987,19.23676,0.12002,0.03311
1.24E+18,229.6982846,1.95201406,24.68394,24.07126,0.6126747,22.62333,22.14024,22.18319,0.48309,-0.04295
1.24E+18,229.7032729,1.949061984,19.8164,18.79917,1.017223,18.4971,18.43976,18.4059,0.05734,0.03386
1.24E+18,229.7038758,1.952161105,21.04164,20.05068,0.9909554,19.64308,19.51706,19.54364,0.12602,-0.02658
1.24E+18,229.7014236,1.951315421,21.88562,20.52421,1.361404,20.05591,19.91423,19.98544,0.14168,-0.07121
1.24E+18,229.7027895,1.949322777,23.86496,21.58816,2.276796,21.12497,20.68874,21.06777,0.43623,-0.37903
1.24E+18,229.703486,1.947300448,22.80581,21.0124,1.793417,20.42733,20.30919,20.3212,0.11814,-0.01201
1.24E+18,229.7029726,1.950600156,22.63771,22.11254,0.5251789,21.14674,20.84188,20.91426,0.30486,-0.07238
1.24E+18,229.7071846,1.953152603,23.4536,21.3581,2.095507,20.77883,20.54685,20.17281,0.23198,0.37404
1.24E+18,229.7088745,1.95260719,23.10128,21.34589,1.755386,20.63277,20.57809,20.18842,0.05468,0.38967
1.24E+18,229.7059071,1.950694802,22.93162,21.53512,1.396507,20.87721,20.68591,20.31936,0.1913,0.36655
1.24E+18,229.7042546,1.95444295,23.10892,21.76845,1.340471,21.08375,21.0619,20.57852,0.02185,0.48338
1.24E+18,229.7020655,1.951689274,24.44178,23.38777,1.05401,21.38735,21.20857,20.44415,0.17878,0.76442
1.24E+18,229.7033582,1.953497266,24.59538,22.59319,2.002186,21.52351,21.3241,21.29902,0.19941,0.02508
1.24E+18,229.7070097,1.953995147,23.97415,24.12226,-0.1481075,23.59133,21.97839,21.54247,1.61294,0.43592
1.24E+18,229.7098948,1.951581128,25.66622,24.32989,1.336329,22.48461,22.10219,22.28249,0.38242,-0.1803
1.24E+18,229.7091727,1.953275947,24.91705,23.87105,1.045996,22.92987,22.2394,22.89434,0.69047,-0.65494
1.24E+18,229.7016326,1.950298148,23.47459,24.51504,-1.040449,22.83776,24.30239,22.73434,-1.46463,1.56805
1.24E+18,229.7082671,1.927201245,23.51575,20.94496,2.570795,19.98705,19.64328,19.48506,0.34377,0.15822
1.24E+18,229.7076762,1.927897902,22.7573,21.20802,1.549274,20.6645,20.40102,20.52918,0.26348,-0.12816
1.24E+18,229.7065782,1.926367168,22.67512,21.18363,1.491488,20.75446,20.68756,20.26398,0.0669,0.42358
1.24E+18,229.7102078,1.927945205,23.63309,21.97821,1.654881,21.24799,21.12027,21.34501,0.12772,-0.22474
1.24E+18,229.7068256,1.929079583,25.07982,21.74251,3.337309,21.18993,20.93163,20.71242,0.2583,0.21921
1.24E+18,229.7083857,1.949808012,19.57618,18.58059,0.9955921,18.28255,18.21344,18.17922,0.06911,0.03422
1.24E+18,229.7089667,1.948289637,21.03504,19.98596,1.04908,19.54504,19.40418,19.39367,0.14086,0.01051
1.24E+18,229.7101286,1.947131917,24.09363,21.69654,2.397087,20.85707,20.73974,20.71087,0.11733,0.02887
1.24E+18,229.7093026,1.940379426,20.4345,19.44273,0.9917679,19.085,19.02471,19.00741,0.06029,0.0173
1.24E+18,229.7102559,1.941367543,22.00104,20.7527,1.248337,20.21777,20.1211,20.20219,0.09667,-0.08109
1.24E+18,229.7082668,1.938983616,22.19901,20.82314,1.375872,20.31601,20.14597,20.15765,0.17004,-0.01168
1.24E+18,229.7087796,1.942951135,25.35378,23.80036,1.553423,21.74788,21.50431,23.07344,0.24357,-1.56913
1.24E+18,229.707665,1.94557419,24.79719,22.86383,1.933352,21.88954,21.83658,21.0916,0.05296,0.74498
1.24E+18,229.7083501,1.944966493,25.56235,22.98756,2.574789,22.15513,21.85775,20.94089,0.29738,0.91686
1.24E+18,229.7079007,1.943388174,24.46334,24.76785,-0.3045063,24.18779,22.98901,21.90713,1.19878,1.08188
1.24E+18,229.7069842,1.942460338,24.4732,25.10461,-0.6314106,23.03222,22.3148,23.07311,0.71742,-0.75831
1.24E+18,229.7079845,1.93801323,24.69531,24.01641,0.6789055,23.51047,22.44462,22.24227,1.06585,0.20235
1.24E+18,229.7127846,1.939928995,25.54699,24.39985,1.147144,22.65597,22.74248,21.34038,-0.08651,1.4021
1.24E+18,229.711045,1.967903482,20.53262,19.43325,1.099365,19.1307,19.00429,18.88949,0.12641,0.1148
1.24E+18,229.7132623,1.967978335,25.34696,23.16428,2.182682,22.22282,21.74624,21.15038,0.47658,0.59586
1.24E+18,229.7123182,1.967728125,24.61386,23.89286,0.7210026,22.97634,21.93178,22.00526,1.04456,-0.07348
1.24E+18,229.7104747,1.930738038,20.06825,19.04187,1.026379,18.72701,18.62091,18.55408,0.1061,0.06683
1.24E+18,229.7105808,1.932070304,21.01029,19.97037,1.039923,19.58001,19.47187,19.65056,0.10814,-0.17869
1.24E+18,229.7088459,1.93129076,23.36857,22.01132,1.357252,21.20218,20.96108,21.2746,0.2411,-0.31352
1.24E+18,229.7125157,1.926739323,25.29905,23.4476,1.851448,22.28898,22.47187,21.52763,-0.18289,0.94424
1.24E+18,229.7141172,1.987749737,20.87369,19.8297,1.043993,19.39865,19.32561,19.28478,0.07304,0.04083
1.24E+18,229.7108366,1.987173786,24.67267,22.55374,2.118925,21.49651,21.34387,21.41632,0.15264,-0.07245
1.24E+18,229.7121564,1.987782701,24.34349,23.87093,0.4725571,22.63053,21.87509,21.77405,0.75544,0.10104
1.24E+18,229.7118956,1.986851764,23.50222,24.58943,-1.087215,23.05725,22.20197,22.45395,0.85528,-0.25198
1.24E+18,229.7158733,1.982022562,19.97686,19.03411,0.9427509,18.7017,18.64098,18.57667,0.06072,0.06431
1.24E+18,229.7148321,1.976863414,20.57002,19.55997,1.01005,19.20305,19.14357,19.05587,0.05948,0.0877
1.24E+18,229.7178179,1.981646028,20.96782,19.98048,0.9873409,19.52524,19.50403,19.61674,0.02121,-0.11271
1.24E+18,229.717805,1.980749701,22.77998,21.01287,1.767107,20.43315,20.36153,20.18833,0.07162,0.1732
1.24E+18,229.7171468,1.978452399,24.22937,21.79001,2.439367,20.96412,20.72566,20.92531,0.23846,-0.19965
1.24E+18,229.7156255,1.980650839,24.99876,23.89886,1.099895,21.86089,20.87782,20.7576,0.98307,0.12022
1.24E+18,229.7165782,1.983977066,23.93038,22.66936,1.261015,21.83987,21.54275,20.92375,0.29712,0.619
1.24E+18,229.7164852,1.979485847,23.78039,23.72315,0.05723763,22.26854,21.96962,20.82482,0.29892,1.1448
1.24E+18,229.7153114,1.977846504,24.48733,24.63573,-0.148407,23.55956,22.18748,20.99436,1.37208,1.19312
1.24E+18,229.7178421,1.979413678,23.3699,24.44641,-1.076508,24.20867,22.49626,22.69691,1.71241,-0.20065
1.24E+18,229.7152323,1.98354658,26.38062,24.70628,1.674332,22.62544,22.44141,22.01735,0.18403,0.42406
1.24E+18,229.7157396,1.978806617,22.289,24.9773,-2.688299,24.9265,24.80387,23.21406,0.12263,1.58981
1.24E+18,229.7141939,1.955407384,22.32155,19.52587,2.795685,18.33162,17.906,17.60436,0.42562,0.30164
1.24E+18,229.7159216,1.959402684,21.07713,19.96142,1.115713,19.55351,19.4355,19.47206,0.11801,-0.03656
1.24E+18,229.7161506,1.961231329,25.82964,23.46896,2.36068,22.35599,21.84118,20.98625,0.51481,0.85493
1.24E+18,229.7161217,1.960192877,23.34217,24.1726,-0.8304329,22.95448,22.36931,22.09598,0.58517,0.27333
1.24E+18,229.7159592,1.945435449,19.79892,18.8662,0.9327183,18.54929,18.48817,18.45032,0.06112,0.03785
1.24E+18,229.7163197,1.941228264,20.79325,19.7725,1.02075,19.40636,19.30383,19.14041,0.10253,0.16342
1.24E+18,229.7185061,1.940910431,22.93197,21.00857,1.923397,20.45837,20.2979,20.20217,0.16047,0.09573
1.24E+18,229.7164452,1.930464819,20.45424,19.45206,1.002174,19.12692,19.01586,18.96658,0.11106,0.04928
