objid,u,g,r,i,z,u-g,g-r,r-i
1.24E+18,20.09828,19.17846,18.97336,18.84684,18.93411,0.91982,0.2051,0.12652
1.24E+18,23.19895,22.31194,21.73538,21.38089,21.99209,0.88701,0.57656,0.35449
1.24E+18,24.4278,22.95892,22.18998,21.88925,22.19787,1.46888,0.76894,0.30073
1.24E+18,20.67873,19.8602,19.60024,19.47039,19.4868,0.81853,0.25996,0.12985
1.24E+18,20.84648,19.9705,19.68263,19.52921,19.55582,0.87598,0.28787,0.15342
1.24E+18,23.92401,22.36608,21.85855,21.69993,21.29918,1.55793,0.50753,0.15862
1.24E+18,24.86297,24.16145,23.31031,21.988,23.25578,0.70152,0.85114,1.32231
1.24E+18,19.47872,18.5912,18.38848,18.28445,18.29409,0.88752,0.20272,0.10403
1.24E+18,21.32724,19.33591,18.5215,18.19027,18.03536,1.99133,0.81441,0.33123
1.24E+18,20.71129,19.81356,19.54735,19.42236,19.50154,0.89773,0.26621,0.12499
1.24E+18,19.94679,19.0364,18.81702,18.71924,18.75687,0.91039,0.21938,0.09778
1.24E+18,22.10675,21.39093,21.68937,20.91811,20.85636,0.71582,-0.29844,0.77126
1.24E+18,22.76047,21.93763,21.28025,21.01262,20.80214,0.82284,0.65738,0.26763
1.24E+18,24.39294,23.5785,22.76489,22.7318,22.55312,0.81444,0.81361,0.03309
1.24E+18,19.69675,18.78142,18.5691,18.47139,18.63594,0.91533,0.21232,0.09771
1.24E+18,21.3943,20.65491,20.26568,19.99121,20.33967,0.73939,0.38923,0.27447
1.24E+18,22.05241,21.22266,20.89419,20.82806,20.17608,0.82975,0.32847,0.06613
1.24E+18,23.71331,21.30801,20.81806,20.63677,20.72509,2.4053,0.48995,0.18129
1.24E+18,23.64851,21.51304,21.07077,20.77633,20.71805,2.13547,0.44227,0.29444
1.24E+18,24.96399,22.26036,20.74104,19.57355,18.97507,2.70363,1.51932,1.16749
1.24E+18,21.29095,20.41743,20.10465,19.94328,19.88972,0.87352,0.31278,0.16137
1.24E+18,19.8131,18.92903,18.75169,18.63304,18.68655,0.88407,0.17734,0.11865
1.24E+18,21.9131,20.85982,20.41847,20.09813,19.9391,1.05328,0.44135,0.32034
1.24E+18,23.67511,22.78126,22.06606,21.85635,21.84578,0.89385,0.7152,0.20971
1.24E+18,20.74357,19.80009,19.53891,19.38883,19.41661,0.94348,0.26118,0.15008
1.24E+18,21.83776,20.91676,20.47949,20.32476,20.17905,0.921,0.43727,0.15473
1.24E+18,20.96551,20.03273,19.72692,19.5801,19.5215,0.93278,0.30581,0.14682
1.24E+18,23.58877,21.55723,21.07478,20.8209,21.1843,2.03154,0.48245,0.25388
1.24E+18,23.27693,20.53891,19.16758,18.14825,17.61561,2.73802,1.37133,1.01933
1.24E+18,20.44956,19.65721,19.35673,19.17907,19.00982,0.79235,0.30048,0.17766
1.24E+18,24.32848,23.49491,23.061,22.41991,21.7748,0.83357,0.43391,0.64109
1.24E+18,20.39921,19.59708,19.35701,19.2442,19.2028,0.80213,0.24007,0.11281
1.24E+18,21.82454,20.81208,20.44666,20.25439,20.22026,1.01246,0.36542,0.19227
1.24E+18,22.08839,21.26866,20.81989,20.68858,20.50444,0.81973,0.44877,0.13131
1.24E+18,19.44147,18.57178,18.36421,18.28305,18.26214,0.86969,0.20757,0.08116
1.24E+18,19.75716,18.79551,18.5944,18.50967,18.55234,0.96165,0.20111,0.08473
1.24E+18,20.76334,19.79144,19.54605,19.46811,19.39811,0.9719,0.24539,0.07794
1.24E+18,22.34309,21.3928,20.93064,20.71185,21.11292,0.95029,0.46216,0.21879
1.24E+18,25.45895,24.95404,22.81065,21.937,21.58044,0.50491,2.14339,0.87365
1.24E+18,24.65845,24.02371,22.78387,22.7349,22.1478,0.63474,1.23984,0.04897
1.24E+18,19.52986,17.86853,17.21936,16.96094,16.8649,1.66133,0.64917,0.25842
1.24E+18,23.08858,21.8599,21.40869,21.07369,20.75505,1.22868,0.45121,0.335
1.24E+18,24.50125,23.97423,22.94739,22.623,22.50811,0.52702,1.02684,0.32439
1.24E+18,19.51538,17.29693,16.40799,16.08483,15.93537,2.21845,0.88894,0.32316
1.24E+18,24.03654,23.96503,22.44087,20.82124,20.24341,0.07151,1.52416,1.61963
1.24E+18,19.93762,17.26181,15.92582,15.33373,15.02715,2.67581,1.33599,0.59209
1.24E+18,23.80959,23.59912,22.95146,23.37814,22.65864,0.21047,0.64766,-0.42668
1.24E+18,24.85907,23.72642,23.12944,22.50374,22.54029,1.13265,0.59698,0.6257
1.24E+18,20.6589,19.76268,19.52493,19.39006,19.36981,0.89622,0.23775,0.13487
1.24E+18,20.61166,18.86715,18.24662,18.00609,17.99265,1.74451,0.62053,0.24053
1.24E+18,23.83405,21.21791,19.89284,19.1898,18.8103,2.61614,1.32507,0.70304
1.24E+18,21.20948,20.22583,19.86755,19.73636,19.65871,0.98365,0.35828,0.13119
1.24E+18,20.79878,19.88152,19.63874,19.57071,19.4768,0.91726,0.24278,0.06803
1.24E+18,22.33927,21.32253,20.95775,20.50478,20.73542,1.01674,0.36478,0.45297
1.24E+18,23.62809,21.87024,21.43513,21.0363,22.62617,1.75785,0.43511,0.39883
1.24E+18,24.45354,24.51594,22.06727,21.14769,20.6396,-0.0624,2.44867,0.91958
1.24E+18,20.95584,20.04073,19.78097,19.63985,19.65691,0.91511,0.25976,0.14112
1.24E+18,23.66354,20.29772,18.91421,18.15969,17.74477,3.36582,1.38351,0.75452
1.24E+18,23.88846,23.81015,22.91055,22.58982,22.41746,0.07831,0.8996,0.32073
1.24E+18,20.9985,20.10091,19.8253,19.64175,19.58382,0.89759,0.27561,0.18355
1.24E+18,20.9168,20.1558,19.84694,19.71162,19.70287,0.761,0.30886,0.13532
1.24E+18,23.55578,20.82269,19.40193,18.5766,18.14054,2.73309,1.42076,0.82533
1.24E+18,24.5263,24.12917,22.81734,22.92175,22.34586,0.39713,1.31183,-0.10441
1.24E+18,23.21153,20.7745,19.44111,18.75841,18.42925,2.43703,1.33339,0.6827
1.24E+18,24.26494,22.10458,21.37218,21.19966,21.34648,2.16036,0.7324,0.17252
1.24E+18,20.95162,20.12263,19.815,19.65987,19.70031,0.82899,0.30763,0.15513
1.24E+18,25.33094,22.86711,21.37844,20.70344,20.46033,2.46383,1.48867,0.675
1.24E+18,23.7599,23.01607,22.29957,21.7094,22.71223,0.74383,0.7165,0.59017
1.24E+18,23.69823,22.67938,22.00661,21.71231,20.93752,1.01885,0.67277,0.2943
1.24E+18,20.71679,19.92583,19.69552,19.54178,19.60179,0.79096,0.23031,0.15374
1.24E+18,23.33424,21.67417,21.2217,20.90516,21.15654,1.66007,0.45247,0.31654
1.24E+18,23.74433,21.16765,19.77736,18.62781,18.09943,2.57668,1.39029,1.14955
1.24E+18,23.39725,21.02975,19.71139,18.42449,17.75846,2.3675,1.31836,1.2869
1.24E+18,21.61301,20.57403,20.2539,20.05628,20.19083,1.03898,0.32013,0.19762
1.24E+18,24.48735,21.84137,20.41004,19.85628,19.54775,2.64598,1.43133,0.55376
1.24E+18,20.82379,20.02267,19.75852,19.6102,19.57742,0.80112,0.26415,0.14832
1.24E+18,21.81723,20.97319,20.55363,20.42866,20.31745,0.84404,0.41956,0.12497
1.24E+18,23.88423,22.19752,21.72418,21.15768,21.21497,1.68671,0.47334,0.5665
1.24E+18,24.70408,21.97936,21.41059,21.09681,22.01841,2.72472,0.56877,0.31378
1.24E+18,23.0796,20.62789,19.64198,19.20848,19.08204,2.45171,0.98591,0.4335
1.24E+18,21.56166,20.18242,19.59496,19.34171,19.23349,1.37924,0.58746,0.25325
1.24E+18,25.05811,21.9266,20.48797,18.90337,18.04929,3.13151,1.43863,1.5846
1.24E+18,23.7752,21.9507,21.3699,21.16552,21.45029,1.8245,0.5808,0.20438
1.24E+18,20.94158,20.13523,19.79187,19.81623,19.67372,0.80635,0.34336,-0.02436
1.24E+18,24.24884,24.44008,23.17817,21.8753,21.35044,-0.19124,1.26191,1.30287
1.24E+18,24.6601,23.13962,22.28982,22.13374,21.50056,1.52048,0.8498,0.15608
1.24E+18,20.98894,20.08425,19.80383,19.65286,19.634,0.90469,0.28042,0.15097
1.24E+18,21.28673,20.29947,20.0017,19.84521,19.86992,0.98726,0.29777,0.15649
1.24E+18,22.47611,24.69552,25.46993,24.76253,23.67657,-2.21941,-0.77441,0.7074
1.24E+18,22.67593,26.20214,24.33761,25.15553,23.88595,-3.52621,1.86453,-0.81792
1.24E+18,22.59352,24.6059,24.04354,23.3231,23.23017,-2.01238,0.56236,0.72044
1.24E+18,21.68286,20.85183,20.48793,20.26002,20.17278,0.83103,0.3639,0.22791
1.24E+18,24.82119,23.04959,22.67316,22.13585,21.60629,1.7716,0.37643,0.53731
1.24E+18,21.97488,21.04711,20.57827,20.33442,20.07671,0.92777,0.46884,0.24385
1.24E+18,24.62383,22.17621,21.51959,21.24119,20.66155,2.44762,0.65662,0.2784
1.24E+18,24.06632,22.46468,21.91779,21.9,21.29076,1.60164,0.54689,0.01779
1.24E+18,24.41275,23.74756,22.84928,22.32121,21.82692,0.66519,0.89828,0.52807
1.24E+18,21.71577,20.79173,20.44788,20.24676,20.20503,0.92404,0.34385,0.20112
1.24E+18,23.62793,22.94393,22.30127,21.68622,21.95609,0.684,0.64266,0.61505
1.24E+18,21.0715,20.29052,19.96543,19.78525,19.6543,0.78098,0.32509,0.18018
1.24E+18,21.84063,21.01741,20.65873,20.40454,20.31849,0.82322,0.35868,0.25419
1.24E+18,22.96757,22.10619,21.35388,21.06515,21.07195,0.86138,0.75231,0.28873
1.24E+18,25.7502,23.03189,22.32374,21.58675,21.72276,2.71831,0.70815,0.73699
1.24E+18,24.72577,22.91528,22.28436,22.15128,22.08584,1.81049,0.63092,0.13308
1.24E+18,23.59638,23.85205,22.99416,22.17225,21.84746,-0.25567,0.85789,0.82191
1.24E+18,21.84868,20.9434,20.52998,20.34132,20.15952,0.90528,0.41342,0.18866
1.24E+18,24.04071,23.49238,22.32244,22.30052,22.06323,0.54833,1.16994,0.02192
1.24E+18,21.16096,20.48442,20.07784,19.91989,19.88055,0.67654,0.40658,0.15795
1.24E+18,24.83592,22.88692,22.45756,21.94766,21.62077,1.949,0.42936,0.5099
1.24E+18,21.86321,20.98723,20.73602,20.65617,20.46009,0.87598,0.25121,0.07985
1.24E+18,21.4857,20.49657,20.21536,20.06903,19.97579,0.98913,0.28121,0.14633
1.24E+18,22.15724,21.14771,20.61256,20.46953,20.63488,1.00953,0.53515,0.14303
1.24E+18,25.35008,24.18706,22.53002,21.5201,21.18986,1.16302,1.65704,1.00992
1.24E+18,21.80762,21.18314,20.75155,20.54503,20.77913,0.62448,0.43159,0.20652
1.24E+18,24.67009,22.25676,21.54595,21.29326,21.88764,2.41333,0.71081,0.25269
1.24E+18,22.46543,21.68345,21.09936,20.86255,20.52204,0.78198,0.58409,0.23681
1.24E+18,21.01106,20.11984,19.82501,19.69623,19.6329,0.89122,0.29483,0.12878
1.24E+18,22.26284,21.08036,20.71296,20.53031,20.48198,1.18248,0.3674,0.18265
1.24E+18,21.93781,21.12309,20.76975,20.49895,20.36745,0.81472,0.35334,0.2708
1.24E+18,21.86382,20.92887,20.56599,20.38674,20.32495,0.93495,0.36288,0.17925
1.24E+18,22.40806,21.06293,20.74383,20.52696,20.28492,1.34513,0.3191,0.21687
1.24E+18,23.50267,22.75196,21.99606,21.59168,21.607,0.75071,0.7559,0.40438
1.24E+18,22.52699,21.31155,20.90557,20.67546,20.97742,1.21544,0.40598,0.23011
1.24E+18,21.67234,20.66844,20.32618,20.17783,20.12607,1.0039,0.34226,0.14835
1.24E+18,25.52587,24.18571,23.60778,21.87465,20.70526,1.34016,0.57793,1.73313
1.24E+18,21.24133,20.38792,20.10054,19.93383,19.96727,0.85341,0.28738,0.16671
1.24E+18,23.65182,24.24287,23.0599,22.1364,21.34804,-0.59105,1.18297,0.9235
1.24E+18,21.72464,20.80709,20.43046,20.26294,20.32282,0.91755,0.37663,0.16752
1.24E+18,24.33961,23.71232,22.57245,22.10538,22.95282,0.62729,1.13987,0.46707
1.24E+18,22.48254,24.30907,24.3238,24.03321,21.96453,-1.82653,-0.01473,0.29059
1.24E+18,21.17114,20.36042,20.04195,19.79808,19.93175,0.81072,0.31847,0.24387
1.24E+18,22.64457,24.56047,24.97204,25.22337,23.90028,-1.9159,-0.41157,-0.25133
1.24E+18,21.84858,20.82115,20.4782,20.25259,20.20015,1.02743,0.34295,0.22561
1.24E+18,24.41093,23.96893,23.63041,21.86823,21.53469,0.442,0.33852,1.76218
1.24E+18,22.14029,21.14851,20.78264,20.51422,20.53894,0.99178,0.36587,0.26842
1.24E+18,24.05944,22.59806,22.09944,21.48523,22.29289,1.46138,0.49862,0.61421
1.24E+18,21.06896,20.29369,19.95928,19.79479,19.78039,0.77527,0.33441,0.16449
1.24E+18,21.7525,20.93641,20.4765,20.26967,20.36155,0.81609,0.45991,0.20683
1.24E+18,21.3207,20.30643,20.00635,19.89984,20.0173,1.01427,0.30008,0.10651
1.24E+18,21.87457,20.81393,20.40567,20.22268,20.22211,1.06064,0.40826,0.18299
1.24E+18,24.07056,23.67853,22.58495,21.99808,21.91421,0.39203,1.09358,0.58687
1.24E+18,21.14288,20.18461,19.86255,19.73836,19.70071,0.95827,0.32206,0.12419
1.24E+18,22.26565,21.34501,20.86391,20.62192,20.53008,0.92064,0.4811,0.24199
1.24E+18,22.39197,21.23148,20.85295,20.60298,20.98998,1.16049,0.37853,0.24997
1.24E+18,24.07705,21.87719,21.00435,20.6248,20.31517,2.19986,0.87284,0.37955
1.24E+18,24.2294,22.07937,21.54848,21.41159,21.10676,2.15003,0.53089,0.13689
1.24E+18,22.47312,22.08338,21.55033,21.43365,21.58591,0.38974,0.53305,0.11668
1.24E+18,25.08664,22.36711,21.61957,21.68046,21.91374,2.71953,0.74754,-0.06089
1.24E+18,24.83754,22.2684,21.826,21.31421,21.66608,2.56914,0.4424,0.51179
1.24E+18,24.21595,22.93109,22.16145,21.93899,22.29553,1.28486,0.76964,0.22246
1.24E+18,23.18013,23.37858,22.81623,23.34695,23.05901,-0.19845,0.56235,-0.53072
1.24E+18,24.12947,23.72525,22.98801,22.77326,22.9817,0.40422,0.73724,0.21475
1.24E+18,21.73203,21.79747,21.90551,21.91053,21.85859,-0.06544,-0.10804,-0.00502
1.24E+18,21.853,20.77789,20.33394,20.24428,20.24654,1.07511,0.44395,0.08966
1.24E+18,24.06535,22.40256,21.61488,21.5871,21.80052,1.66279,0.78768,0.02778
1.24E+18,23.54621,22.33151,21.69904,21.49027,21.40784,1.2147,0.63247,0.20877
1.24E+18,21.95459,21.08084,20.69205,20.45043,20.71512,0.87375,0.38879,0.24162
1.24E+18,24.04587,23.46951,22.62689,22.39905,23.10172,0.57636,0.84262,0.22784
1.24E+18,22.43855,21.60902,21.1892,21.07642,20.7823,0.82953,0.41982,0.11278
1.24E+18,21.71316,20.88127,20.4803,20.40298,20.19219,0.83189,0.40097,0.07732
1.24E+18,23.9708,24.43602,22.56598,20.65808,19.51115,-0.46522,1.87004,1.9079
1.24E+18,21.98586,21.36336,20.82069,20.5297,20.84608,0.6225,0.54267,0.29099
1.24E+18,24.34158,22.97353,22.24459,22.16984,22.63306,1.36805,0.72894,0.07475
1.24E+18,21.42236,20.43817,20.10988,19.89355,19.96044,0.98419,0.32829,0.21633
1.24E+18,21.7397,20.796,20.46735,20.40111,20.38323,0.9437,0.32865,0.06624
1.24E+18,24.29659,22.52652,21.07467,20.02562,19.51343,1.77007,1.45185,1.04905
1.24E+18,23.93008,22.41372,21.99025,22.06066,21.43425,1.51636,0.42347,-0.07041
1.24E+18,23.90153,23.20867,22.61574,21.77999,22.03086,0.69286,0.59293,0.83575
1.24E+18,22.45388,21.37944,20.93272,20.75288,20.76847,1.07444,0.44672,0.17984
1.24E+18,21.41234,20.60425,20.28936,20.12994,20.06482,0.80809,0.31489,0.15942
1.24E+18,22.2817,21.46832,20.9231,20.67181,20.70483,0.81338,0.54522,0.25129
1.24E+18,21.5277,20.68387,20.33842,20.15385,20.08957,0.84383,0.34545,0.18457
1.24E+18,21.29626,20.42909,20.14148,19.97282,20.10067,0.86717,0.28761,0.16866
1.24E+18,24.99389,22.69149,22.22862,21.81968,22.45731,2.3024,0.46287,0.40894
1.24E+18,22.66005,21.26243,20.77545,20.56682,20.18202,1.39762,0.48698,0.20863
1.24E+18,21.18963,20.35742,20.05191,19.88771,19.73229,0.83221,0.30551,0.1642
1.24E+18,24.61631,23.32647,21.64007,20.7393,20.44473,1.28984,1.6864,0.90077
1.24E+18,21.65145,20.72962,20.38386,20.18333,19.99272,0.92183,0.34576,0.20053
1.24E+18,24.27925,24.2477,22.94627,22.00593,21.96727,0.03155,1.30143,0.94034
1.24E+18,21.56342,20.713,20.34344,20.2723,20.43253,0.85042,0.36956,0.07114
1.24E+18,24.99014,22.11132,21.33167,20.94062,20.61124,2.87882,0.77965,0.39105
1.24E+18,23.60476,22.24923,21.74897,21.53318,21.05072,1.35553,0.50026,0.21579
1.24E+18,24.56199,23.35969,22.63959,22.30446,22.83835,1.2023,0.7201,0.33513
1.24E+18,23.42944,21.44534,20.1102,19.33273,18.92987,1.9841,1.33514,0.77747
1.24E+18,21.14773,20.45931,20.13254,19.96249,19.99771,0.68842,0.32677,0.17005
1.24E+18,22.56619,21.48081,21.05421,20.73968,20.34152,1.08538,0.4266,0.31453
1.24E+18,21.97237,20.88319,20.49489,20.30614,20.33322,1.08918,0.3883,0.18875
1.24E+18,21.16949,20.1764,19.9177,19.71335,19.71398,0.99309,0.2587,0.20435
1.24E+18,22.18358,21.0589,20.62185,20.50199,20.76709,1.12468,0.43705,0.11986
1.24E+18,23.8738,22.39031,21.68529,21.40011,21.42508,1.48349,0.70502,0.28518
1.24E+18,24.76861,23.2142,22.98519,22.20034,21.57841,1.55441,0.22901,0.78485
1.24E+18,22.34815,21.48362,21.00237,20.8111,20.60509,0.86453,0.48125,0.19127
1.24E+18,21.52398,20.67374,20.25645,20.09341,20.3143,0.85024,0.41729,0.16304
1.24E+18,22.31664,21.51466,21.23859,21.03723,21.0072,0.80198,0.27607,0.20136
1.24E+18,21.55534,20.50259,20.12648,20.04402,20.11152,1.05275,0.37611,0.08246
1.24E+18,22.63438,24.40639,25.34086,24.61439,23.18956,-1.77201,-0.93447,0.72647
1.24E+18,22.23997,25.42509,24.69778,23.77313,23.08637,-3.18512,0.72731,0.92465
1.24E+18,25.17102,23.18344,22.51078,22.23638,22.12404,1.98758,0.67266,0.2744
1.24E+18,22.69689,21.79704,21.21955,21.05616,20.88621,0.89985,0.57749,0.16339
1.24E+18,24.09491,25.02017,23.68622,22.35833,23.00481,-0.92526,1.33395,1.32789
1.24E+18,23.03433,21.35432,20.80626,20.6934,20.49171,1.68001,0.54806,0.11286
1.24E+18,24.28633,22.37107,21.70574,21.51067,21.21869,1.91526,0.66533,0.19507
1.24E+18,24.14112,23.05979,22.23826,22.13957,21.82841,1.08133,0.82153,0.09869
1.24E+18,22.92141,22.04314,21.32091,21.18438,21.51755,0.87827,0.72223,0.13653
1.24E+18,23.94283,22.176,21.69493,21.48563,21.57933,1.76683,0.48107,0.2093
1.24E+18,24.10203,23.10568,22.28527,22.16583,22.1708,0.99635,0.82041,0.11944
1.24E+18,22.81555,21.69268,21.09382,21.08416,20.49045,1.12287,0.59886,0.00966
1.24E+18,24.44615,24.962,23.63896,21.56908,21.291,-0.51585,1.32304,2.06988
1.24E+18,23.31613,21.64654,21.04497,20.79276,20.60357,1.66959,0.60157,0.25221
1.24E+18,22.77878,21.94313,21.41557,21.23691,21.13455,0.83565,0.52756,0.17866
1.24E+18,24.44496,22.58408,21.83228,21.82768,22.16229,1.86088,0.7518,0.0046
1.24E+18,23.71104,23.34464,22.69039,22.03047,22.95547,0.3664,0.65425,0.65992
1.24E+18,23.718,22.5816,20.95552,19.97648,19.24888,1.1364,1.62608,0.97904
1.24E+18,23.26228,21.76276,21.17185,21.16561,20.40118,1.49952,0.59091,0.00624
1.24E+18,22.66022,21.86331,21.22918,21.16557,21.10328,0.79691,0.63413,0.06361
1.24E+18,23.20086,21.84702,21.37219,21.12348,20.69406,1.35384,0.47483,0.24871
1.24E+18,23.245,22.59508,21.76157,21.48244,21.06026,0.64992,0.83351,0.27913
1.24E+18,23.25025,23.1317,23.8562,22.45834,23.36525,0.11855,-0.7245,1.39786
1.24E+18,23.08766,22.29706,21.66941,21.38145,20.92666,0.7906,0.62765,0.28796
1.24E+18,23.68974,22.33753,21.68411,21.50226,21.05039,1.35221,0.65342,0.18185
1.24E+18,23.60212,23.11178,22.37664,21.94958,21.53316,0.49034,0.73514,0.42706
1.24E+18,24.29143,23.23665,21.93671,21.36315,21.24306,1.05478,1.29994,0.57356
1.24E+18,24.01488,23.06914,21.6591,20.64415,19.96687,0.94574,1.41004,1.01495
1.24E+18,22.49335,21.37517,20.86803,20.55307,20.73574,1.11818,0.50714,0.31496
1.24E+18,23.16972,21.29161,20.71859,20.47403,20.89042,1.87811,0.57302,0.24456
1.24E+18,23.37321,21.8455,21.26738,21.16388,20.79586,1.52771,0.57812,0.1035
1.24E+18,25.19144,24.70088,23.3291,21.44225,21.28148,0.49056,1.37178,1.88685
1.24E+18,25.10046,25.38851,23.37764,21.91031,22.1727,-0.28805,2.01087,1.46733
1.24E+18,23.84243,23.19142,22.23083,21.85595,22.57449,0.65101,0.96059,0.37488
1.24E+18,24.74494,24.32228,24.04946,22.30033,22.67353,0.42266,0.27282,1.74913
1.24E+18,22.7352,21.52087,21.06203,20.82324,20.48926,1.21433,0.45884,0.23879
1.24E+18,24.32112,22.10554,21.57196,21.30785,20.74472,2.21558,0.53358,0.26411
1.24E+18,24.43782,22.30228,21.83741,21.44052,20.6714,2.13554,0.46487,0.39689
1.24E+18,24.87017,22.54869,21.95103,21.61887,21.35056,2.32148,0.59766,0.33216
1.24E+18,23.69341,23.42477,22.88971,22.32095,22.65726,0.26864,0.53506,0.56876
1.24E+18,24.10353,23.18124,22.50736,22.22894,21.55225,0.92229,0.67388,0.27842
1.24E+18,24.5023,22.96771,22.13122,21.66739,21.39108,1.53459,0.83649,0.46383
1.24E+18,22.85919,22.01579,21.40787,21.25606,20.81513,0.8434,0.60792,0.15181
1.24E+18,24.07127,22.46914,21.79877,21.644,21.41375,1.60213,0.67037,0.15477
1.24E+18,23.89604,21.9584,21.43815,21.13806,20.6545,1.93764,0.52025,0.30009
1.24E+18,24.63993,24.64108,25.16123,22.14148,21.5807,-0.00115,-0.52015,3.01975
1.24E+18,24.12345,23.29484,22.34403,22.28047,22.45982,0.82861,0.95081,0.06356
1.24E+18,23.63344,22.39932,21.86059,21.69054,21.59291,1.23412,0.53873,0.17005
1.24E+18,24.24365,22.95154,22.65154,22.1317,21.12156,1.29211,0.3,0.51984
1.24E+18,25.24992,22.50829,22.01368,21.439,21.3331,2.74163,0.49461,0.57468
1.24E+18,22.61852,21.61871,21.09383,20.80441,20.62872,0.99981,0.52488,0.28942
1.24E+18,22.84868,22.40004,22.10359,21.87862,22.69746,0.44864,0.29645,0.22497
1.24E+18,23.35778,23.1345,22.42514,21.99017,22.79507,0.22328,0.70936,0.43497
1.24E+18,24.15322,23.52137,22.66757,22.57361,21.67321,0.63185,0.8538,0.09396
1.24E+18,24.99509,22.77401,22.0659,21.73084,21.10626,2.22108,0.70811,0.33506
1.24E+18,23.1829,21.86468,21.21171,20.98312,20.89758,1.31822,0.65297,0.22859
1.24E+18,24.68767,23.26867,22.44683,22.08589,22.6417,1.419,0.82184,0.36094
1.24E+18,24.33463,24.34805,22.68917,22.12934,22.1809,-0.01342,1.65888,0.55983
1.24E+18,23.35931,21.96484,21.44154,21.18172,20.8851,1.39447,0.5233,0.25982
1.24E+18,24.98988,22.59246,21.75321,21.5638,21.65688,2.39742,0.83925,0.18941
1.24E+18,24.18341,22.81099,22.17006,21.89606,21.40481,1.37242,0.64093,0.274
1.24E+18,23.61513,23.03603,22.28856,22.10113,21.60233,0.5791,0.74747,0.18743
1.24E+18,22.77439,21.41412,20.85962,20.70182,20.32095,1.36027,0.5545,0.1578
1.24E+18,24.8129,22.39677,21.77938,21.42769,21.1627,2.41613,0.61739,0.35169
1.24E+18,23.37378,22.27916,21.81754,21.28376,21.51237,1.09462,0.46162,0.53378
1.24E+18,22.97512,21.80877,21.28397,21.12144,20.78434,1.16635,0.5248,0.16253
1.24E+18,24.40997,22.53811,22.12453,21.51527,22.58705,1.87186,0.41358,0.60926
1.24E+18,24.48367,22.98974,22.12688,21.91127,22.06042,1.49393,0.86286,0.21561
1.24E+18,22.54172,21.71892,21.24824,21.00907,20.88466,0.8228,0.47068,0.23917
1.24E+18,24.03563,23.14521,22.25536,21.94734,21.58697,0.89042,0.88985,0.30802
1.24E+18,24.13356,22.57425,22.07916,21.57958,21.37241,1.55931,0.49509,0.49958
1.24E+18,22.63582,21.53144,21.00979,20.76853,20.9306,1.10438,0.52165,0.24126
1.24E+18,24.29536,22.15044,21.43556,21.58977,21.39669,2.14492,0.71488,-0.15421
1.24E+18,24.3166,22.92797,21.98092,21.67437,21.69129,1.38863,0.94705,0.30655
1.24E+18,23.24499,22.25622,21.55823,21.27384,21.68663,0.98877,0.69799,0.28439
1.24E+18,24.79234,23.78643,23.00881,22.60587,22.73911,1.00591,0.77762,0.40294
1.24E+18,24.96798,23.23999,21.872,20.81286,20.00663,1.72799,1.36799,1.05914
1.24E+18,23.58116,22.44362,21.91976,21.61777,21.88313,1.13754,0.52386,0.30199
1.24E+18,23.53714,22.76024,22.15342,22.06994,22.09435,0.7769,0.60682,0.08348
1.24E+18,23.54084,23.10528,22.21795,22.05991,21.45128,0.43556,0.88733,0.15804
1.24E+18,23.37588,22.05163,21.49017,20.98916,20.87633,1.32425,0.56146,0.50101
1.24E+18,23.55356,21.89009,21.18408,20.88119,20.56589,1.66347,0.70601,0.30289
1.24E+18,24.26456,22.41813,21.83782,21.37292,22.75978,1.84643,0.58031,0.4649
1.24E+18,22.77659,22.09965,21.28304,21.09188,21.1439,0.67694,0.81661,0.19116
1.24E+18,22.49924,21.60744,21.08757,20.91066,20.74329,0.8918,0.51987,0.17691
1.24E+18,23.63591,24.96973,23.24438,21.71306,20.83422,-1.33382,1.72535,1.53132
1.24E+18,23.98865,22.43937,20.95299,19.62286,18.96132,1.54928,1.48638,1.33013
1.24E+18,24.41767,22.82371,21.98438,21.79072,22.35771,1.59396,0.83933,0.19366
1.24E+18,24.60368,21.6493,20.27695,19.1955,18.59737,2.95438,1.37235,1.08145
1.24E+18,22.90775,21.66365,21.07712,20.86082,20.76828,1.2441,0.58653,0.2163
1.24E+18,22.75377,21.65336,21.2023,20.82181,20.74856,1.10041,0.45106,0.38049
1.24E+18,22.92187,21.89151,21.12195,20.94224,21.0857,1.03036,0.76956,0.17971
1.24E+18,23.51856,21.9488,21.43001,21.23698,21.41419,1.56976,0.51879,0.19303
1.24E+18,25.12966,21.87575,21.55434,21.3342,21.02491,3.25391,0.32141,0.22014
1.24E+18,22.85214,21.87882,21.34926,21.14168,21.17083,0.97332,0.52956,0.20758
1.24E+18,24.24534,22.42458,21.78479,21.50412,21.66678,1.82076,0.63979,0.28067
1.24E+18,24.66702,24.91606,23.88564,22.33283,22.26175,-0.24904,1.03042,1.55281
1.24E+18,24.32674,23.42139,21.87514,20.88067,20.5533,0.90535,1.54625,0.99447
1.24E+18,24.42092,23.2138,22.83172,22.04,22.72955,1.20712,0.38208,0.79172
1.24E+18,23.53739,21.76049,21.42207,21.25485,22.34222,1.7769,0.33842,0.16722
1.24E+18,23.51814,22.11701,21.61079,21.29996,21.96814,1.40113,0.50622,0.31083
1.24E+18,24.09861,22.27716,21.70459,21.44349,21.59888,1.82145,0.57257,0.2611
